CostCenter,PayGrade,Position_Type,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
0010/1205099872,23,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099872,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099872,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099872,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099872,Not assigned,HIRE,2019,5,7,7,8,8,8,8,12,12,12,12,12
0010/6035099833,16,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/6035099833,17,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099833,18,EE,2019,19,19,19,19,19,19,19,19,19,19,19,19
0010/6035099833,19,EE,2019,22,22,22,22,22,22,22,22,22,22,22,22
0010/6035099833,22,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/6035099833,23,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6035099833,24,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6035099833,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099833,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099833,Not assigned,HIRE,2019,-3.5,-3.5,-2.5,-1.5,0.5,2.5,2.5,7.5,11.5,15.5,15.5,15.5
0010/6685099831,16,EE,2019,55,55,55,55,55,55,55,55,55,55,55,55
0010/6685099831,17,EE,2019,47,47,47,47,47,47,47,47,47,47,47,47
0010/6685099831,18,EE,2019,21,21,21,21,21,21,21,21,21,21,21,21
0010/6685099831,19,EE,2019,10,10,10,10,10,10,10,10,10,10,10,10
0010/6685099831,22,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/6685099831,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6685099831,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6685099831,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6685099831,Not assigned,HIRE,2019,-1,-1,-1,-144,-144,-144,-144,-144,-144,-144,-144,-144
0010/6890000109,16,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/6890000109,17,EE,2019,35,35,35,35,35,35,35,35,35,35,35,35
0010/6890000109,18,EE,2019,32,32,32,32,32,32,32,32,32,32,32,32
0010/6890000109,19,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6890000109,22,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6890000109,23,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6890000109,24,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6890000109,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000109,Not assigned,HIRE,2019,7,12,13,13,13,13,13,13,13,13,13,14
0010/1205999259,17,EE,2019,26,26,26,26,26,26,26,26,26,26,26,26
0010/1205999259,17,HIRE,2019,1,3,5,7,8,9,11,13,16,18,20,21
0010/1205999259,17,ATTRITION,2019,0,-1,-2,-2,-3,-4,-5,-5,-6,-7,-7,-7
0010/1205999259,18,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205999259,19,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205999259,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205999259,24,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999259,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099834,16,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099834,17,EE,2019,16,16,16,16,16,16,16,16,16,16,16,16
0010/1205099834,18,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205099834,19,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099834,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099834,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099834,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099834,Not assigned,HIRE,2019,0,21,21,21,21,21,21,21,21,21,21,21
0010/6465099831,16,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6465099831,17,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6465099831,18,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/6465099831,22,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6465099831,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6465099831,Not assigned,HIRE,2019,0,2,2,2,2,-14,-14,-14,-14,-14,-14,-14
0010/6820000240,16,EE,2019,106,106,106,106,106,106,106,106,106,106,106,106
0010/6820000240,18,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6820000240,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6820000240,23,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/6820000240,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6820000240,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6820000240,Not assigned,HIRE,2019,23,68,101,128,128,128,128,128,128,128,128,128
0010/6035099831,16,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/6035099831,17,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/6035099831,18,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6035099831,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099831,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099831,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099831,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099831,Not assigned,HIRE,2019,-1.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
0010/5910000224,Not assigned,HIRE,2019,0,2,2,17,34,54,70,70,70,70,70,70
0010/1205099874,17,EE,2019,10,10,10,10,10,10,10,10,10,10,10,10
0010/1205099874,18,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099874,19,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099874,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099874,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099874,Not assigned,HIRE,2019,0,0,0,0,0,0,-16,-16,-16,-16,-16,-16
0010/6105099831,16,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/6105099831,17,EE,2019,17,17,17,17,17,17,17,17,17,17,17,17
0010/6105099831,19,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6105099831,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6105099831,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6105099831,Not assigned,HIRE,2019,-3,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0010/6035099874,16,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/6035099874,17,EE,2019,40,40,40,40,40,40,40,40,40,40,40,40
0010/6035099874,18,EE,2019,18,18,18,18,18,18,18,18,18,18,18,18
0010/6035099874,19,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/6035099874,23,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/6035099874,Not assigned,HIRE,2019,-5.5,2.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5
0010/1200000462,24,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1200000462,24,HIRE,2019,0,0,4,5,5,5,5,5,5,5,5,5
0010/1200000462,25,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1200000462,25,HIRE,2019,2,3,3,3,3,4,5,5,6,6,6,6
0010/1200000462,25,ATTRITION,2019,0,0,-1,-2,-2,-3,-3,-3,-3,-3,-3,-3
0010/1200000462,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1200000462,26,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000462,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000462,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999252,22,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205999252,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099793,17,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099793,17,ATTRITION,2019,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
0010/1205099793,18,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099793,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099793,23,ATTRITION,2019,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0010/1205099793,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099793,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099793,25,HIRE,2019,0,0,0,0,0,1,1,1,1,1,1,1
0010/6200000205,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6570000246,25,HIRE,2019,0,0,0,0,0,1,1,1,1,1,1,1
0010/6230000203,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6230000203,26,HIRE,2019,0,0,0,0,1,1,1,1,1,1,1,1
0010/6030000280,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1510000226,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1510000226,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1510000226,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6050599800,22,HIRE,2019,0,0,0,0,0,1,2,2,2,2,2,2
0010/6050599800,23,HIRE,2019,0,0,1,1,1,1,1,1,1,1,1,1
0010/6050599800,23,ATTRITION,2019,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
0010/6050599800,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6050599800,24,HIRE,2019,0,1,1,1,1,2,2,2,2,2,2,2
0010/6050599800,25,EE,2019,11,11,11,11,11,11,11,11,11,11,11,11
0010/6050599800,25,ATTRITION,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0010/6050599800,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6050599800,27,HIRE,2019,0,0,0,1,2,2,2,2,2,2,2,2
0010/6050599800,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6000000102,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1515099709,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1515099709,24,HIRE,2019,0,0,0,1,1,1,1,1,1,1,1,1
0010/1515099709,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1515099709,25,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1515099709,26,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1515099709,26,HIRE,2019,0,0,0,0,1,1,1,1,1,1,1,1
0010/1515099709,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6055099603,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6055099603,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6055099603,24,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6055099603,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6055099603,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6200000203,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6200000203,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6230000201,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6230000201,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999213,17,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999213,18,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205999213,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205999213,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999213,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999213,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999213,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205999213,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1525099725,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099053,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099053,24,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6505099053,24,HIRE,2019,0,1,1,1,1,1,1,1,1,1,1,1
0010/6505099053,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6505099053,25,HIRE,2019,0,0,0,1,1,1,1,1,1,1,1,1
0010/6505099053,26,ATTRITION,2019,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
0010/6505099053,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099053,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099786,17,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099786,18,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/1205099786,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099786,23,HIRE,2019,3,3,4,4,4,4,4,4,4,4,4,4
0010/1205099786,24,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205099786,24,HIRE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099786,25,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1205099786,25,HIRE,2019,0,0,1,1,1,1,1,1,1,1,1,1
0010/1205099786,26,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205099786,26,HIRE,2019,0,0,0,0,3,4,7,9,11,13,13,13
0010/1205099786,26,ATTRITION,2019,0,0,-2,-2,-4,-6,-8,-10,-10,-10,-10,-10
0010/1205099786,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099786,28,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099786,28,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099786,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000436,22,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/1200000436,22,HIRE,2019,0,0,0,2,2,2,2,2,2,2,2,2
0010/1200000436,23,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1200000436,23,HIRE,2019,1,1,1,1,1,1,2,2,2,2,2,2
0010/1200000436,24,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/1200000436,24,HIRE,2019,0,1,2,2,3,5,6,6,6,6,6,6
0010/1200000436,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1200000436,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999494,21,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205999494,22,EE,2019,63,63,63,63,63,63,63,63,63,63,63,63
0010/1205999494,23,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205999494,24,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1205999494,25,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1205999494,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999492,21,HIRE,2019,0,0,0,1,1,2,2,2,2,2,2,2
0010/1205999492,22,HIRE,2019,10,12,16,18,23,24,24,27,28,28,28,28
0010/1205999492,22,ATTRITION,2019,-7,-8,-10,-11,-11,-11,-11,-11,-11,-11,-11,-11
0010/1205999492,23,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205999492,23,HIRE,2019,1,2,4,4,4,5,8,8,8,8,8,8
0010/1205999492,23,ATTRITION,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0010/1205999492,23,TRANSFER,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0010/1205999492,24,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205999492,24,HIRE,2019,2,2,3,4,5,6,7,8,9,11,13,15
0010/1205999492,24,ATTRITION,2019,0,-1,-2,-3,-6,-7,-8,-10,-12,-14,-14,-14
0010/1205999492,25,HIRE,2019,2,2,2,3,3,3,3,3,4,4,4,4
0010/1205999492,25,ATTRITION,2019,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
0010/1205999492,25,TRANSFER,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0010/1205999492,26,HIRE,2019,0,0,0,0,0,0,0,0,1,1,1,1
0010/1205999492,27,HIRE,2019,0,1,1,1,1,1,1,1,1,1,1,1
0010/1205999209,22,EE,2019,31,31,31,31,31,31,31,31,31,31,31,31
0010/1205999209,23,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205999209,24,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205999209,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999258,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205999258,23,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205999258,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999258,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999201,21,HIRE,2019,0,0,2,2,3,3,3,3,3,3,3,3
0010/1205999201,22,HIRE,2019,0,0,0,2,2,5,7,7,7,7,7,7
0010/1205999201,23,HIRE,2019,0,0,0,2,2,2,3,3,3,3,3,3
0010/1205999201,24,HIRE,2019,0,0,0,0,0,1,7,7,7,8,8,8
0010/1205999201,25,HIRE,2019,0,0,0,0,0,0,0,0,0,1,1,1
0010/6000000101,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6000000101,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999493,22,EE,2019,10,10,10,10,10,10,10,10,10,10,10,10
0010/1205999493,23,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/1205999493,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205999493,25,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205999493,28,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6035099848,16,EE,2019,69,69,69,69,69,69,69,69,69,69,69,69
0010/6035099848,17,EE,2019,14,14,14,14,14,14,14,14,14,14,14,14
0010/6035099848,18,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/6035099848,22,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/6035099848,23,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6035099848,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099848,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6035099848,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099848,Not assigned,HIRE,2019,12,11,12,11,11,13,12,12,11,16,17,18
0010/6035099847,16,EE,2019,93,93,93,93,93,93,93,93,93,93,93,93
0010/6035099847,17,EE,2019,27,27,27,27,27,27,27,27,27,27,27,27
0010/6035099847,18,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/6035099847,19,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099847,22,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6035099847,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6035099847,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099847,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099847,Not assigned,HIRE,2019,-9,5,15,14,13,17,22,20,37,48,62,62
0010/1355099520,16,EE,2019,216,216,216,216,216,216,216,216,216,216,216,216
0010/1355099520,17,EE,2019,96,96,96,96,96,96,96,96,96,96,96,96
0010/1355099520,18,EE,2019,15,15,15,15,15,15,15,15,15,15,15,15
0010/1355099520,22,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/1355099520,23,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1355099520,24,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1355099520,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1355099520,Not assigned,HIRE,2019,-13,-19,-15,-19,-24,-31,-25,-30,-33,-37,-37,-33
0010/1355099516,16,EE,2019,95,95,95,95,95,95,95,95,95,95,95,95
0010/1355099516,17,EE,2019,81,81,81,81,81,81,81,81,81,81,81,81
0010/1355099516,18,EE,2019,15,15,15,15,15,15,15,15,15,15,15,15
0010/1355099516,19,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1355099516,22,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1355099516,23,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1355099516,24,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1355099516,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1355099516,Not assigned,HIRE,2019,8,5,1,-1,-4,-8,-205,-205,-205,-205,-205,-205
0010/1355099420,18,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/1355099420,19,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1355099420,22,EE,2019,9,9,9,9,9,9,9,9,9,9,9,9
0010/1355099420,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1355099420,24,EE,2019,12,12,12,12,12,12,12,12,12,12,12,12
0010/1355099420,25,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1355099420,25,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1355099420,25,ATTRITION,2019,0,0,0,0,0,0,0,-8,-8,-8,-8,-8
0010/1355099420,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1355099420,27,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1355099420,28,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1355099420,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099681,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099681,25,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099718,26,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099718,27,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/1205099718,27,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099718,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099718,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099684,26,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099684,27,EE,2019,17,17,17,17,17,17,17,17,17,17,17,17
0010/1205099684,27,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099684,28,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/1205099684,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099733,25,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099733,26,EE,2019,13,13,13,13,13,13,13,13,13,13,13,13
0010/1205099733,27,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099733,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099733,28,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1515099686,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1515099686,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1515099692,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1515099692,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1485099051,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1485099051,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099685,24,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099685,25,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1205099685,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099685,27,HIRE,2019,0,1,2,2,2,2,2,2,2,2,2,2
0010/1205099685,28,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099685,28,HIRE,2019,0,0,1,1,1,1,1,1,1,1,1,1
0010/1205099685,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099685,29,HIRE,2019,0,0,1,1,1,1,1,1,1,1,1,1
0010/1485099681,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1485099681,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1485099681,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1445099681,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1445099681,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1445099681,26,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1445099681,26,HIRE,2019,0,1,1,1,1,1,1,1,1,1,1,1
0010/1445099680,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1445099680,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1445099680,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1445099680,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6000000233,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6000000233,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000247,17,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6890000247,18,EE,2019,20,20,20,20,20,20,20,20,20,20,20,20
0010/6890000247,19,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000247,22,EE,2019,15,15,15,15,15,15,15,15,15,15,15,15
0010/6890000247,23,EE,2019,27,27,27,27,27,27,27,27,27,27,27,27
0010/6890000247,24,EE,2019,14,14,14,14,14,14,14,14,14,14,14,14
0010/6890000247,25,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6890000247,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000247,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6100000213,18,EE,2019,11,11,11,11,11,11,11,11,11,11,11,11
0010/6100000213,19,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6100000213,23,EE,2019,14,14,14,14,14,14,14,14,14,14,14,14
0010/6100000213,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6100000213,Not assigned,HIRE,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0010/1200000526,18,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/1200000526,19,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6100000214,24,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6100000214,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
